FIPS,Center_X,Center_Y
Kleberg__TX,0.0,0.0
Jim_Wells__TX,0.0,0.0
Nueces__TX,0.0,0.0
San_Patricio__TX,0.0,0.0
Calhoun__TX,0.0,0.0
Refugio__TX,0.0,0.0
Bee__TX,0.0,0.0
Live_Oak__TX,0.0,0.0
McMullen__TX,0.0,0.0
Duval__TX,0.0,0.0
Webb__TX,0.0,0.0
La_Salle__TX,0.0,0.0
Dimmit__TX,0.0,0.0
Maverick__TX,0.0,0.0
Kinney__TX,0.0,0.0
Edwards__TX,0.0,0.0
Real__TX,0.0,0.0
Uvalde__TX,0.0,0.0
Zavala__TX,0.0,0.0
Frio__TX,0.0,0.0
Goliad__TX,0.0,0.0
Victoria__TX,0.0,0.0
DeWitt__TX,0.0,0.0
Karnes__TX,0.0,0.0
Wilson__TX,0.0,0.0
Atascosa__TX,0.0,0.0
Medina__TX,0.0,0.0
Bandera__TX,0.0,0.0
Kerr__TX,0.0,0.0
Gillespie__TX,0.0,0.0
Blanco__TX,0.0,0.0
Kendall__TX,0.0,0.0
Bexar__TX,0.0,0.0
Guadalupe__TX,0.0,0.0
Comal__TX,0.0,0.0
Hays__TX,0.0,0.0
Caldwell__TX,0.0,0.0
Gonzales__TX,0.0,0.0
Lavaca__TX,0.0,0.0
Jackson__TX,0.0,0.0
Matagorda__TX,0.0,0.0
Wharton__TX,0.0,0.0
Colorado__TX,0.0,0.0
Bastrop__TX,0.0,0.0
Fayette__TX,0.0,0.0
Lee__TX,0.0,0.0
Austin__TX,0.0,0.0
Washington__TX,0.0,0.0
Waller__TX,0.0,0.0
Fort_Bend__TX,0.0,0.0
Brazoria__TX,0.0,0.0
Galveston__TX,0.0,0.0
Montgomery__TX,0.0,0.0
Harris__TX,0.0,0.0
Chambers__TX,0.0,0.0
Hardin__TX,0.0,0.0
Liberty__TX,0.0,0.0
Jefferson__TX,0.0,0.0
Orange__TX,0.0,0.0
Travis__TX,0.0,0.0
Kent__TX,0.0,0.0
Kimble__TX,0.0,0.0
Sutton__TX,0.0,0.0
Schleicher__TX,0.0,0.0
Menard__TX,0.0,0.0
Mason__TX,0.0,0.0
Llano__TX,0.0,0.0
Burnet__TX,0.0,0.0
Williamson__TX,0.0,0.0
Burleson__TX,0.0,0.0
San_Jacinto__TX,0.0,0.0
Walker__TX,0.0,0.0
Grimes__TX,0.0,0.0
Brazos__TX,0.0,0.0
Madison__TX,0.0,0.0
Leon__TX,0.0,0.0
Robertson__TX,0.0,0.0
Milam__TX,0.0,0.0
Bell__TX,0.0,0.0
Coryell__TX,0.0,0.0
Lampasas__TX,0.0,0.0
Mills__TX,0.0,0.0
San_Saba__TX,0.0,0.0
McCulloch__TX,0.0,0.0
Concho__TX,0.0,0.0
Tom_Green__TX,0.0,0.0
Coke__TX,0.0,0.0
Runnels__TX,0.0,0.0
Coleman__TX,0.0,0.0
Brown__TX,0.0,0.0
Comanche__TX,0.0,0.0
Hamilton__TX,0.0,0.0
Bosque__TX,0.0,0.0
Falls__TX,0.0,0.0
McLennan__TX,0.0,0.0
Hill__TX,0.0,0.0
Limestone__TX,0.0,0.0
Freestone__TX,0.0,0.0
Navarro__TX,0.0,0.0
Somervell__TX,0.0,0.0
Ellis__TX,0.0,0.0
Johnson__TX,0.0,0.0
Hood__TX,0.0,0.0
Erath__TX,0.0,0.0
Eastland__TX,0.0,0.0
Callahan__TX,0.0,0.0
Taylor__TX,0.0,0.0
Nolan__TX,0.0,0.0
Fisher__TX,0.0,0.0
Jones__TX,0.0,0.0
Shackelford__TX,0.0,0.0
Stephens__TX,0.0,0.0
Palo_Pinto__TX,0.0,0.0
Parker__TX,0.0,0.0
Tarrant__TX,0.0,0.0
Dallas__TX,0.0,0.0
Rockwall__TX,0.0,0.0
Kaufman__TX,0.0,0.0
Rains__TX,0.0,0.0
Van_Zandt__TX,0.0,0.0
Henderson__TX,0.0,0.0
Anderson__TX,0.0,0.0
Houston__TX,0.0,0.0
Trinity__TX,0.0,0.0
Polk__TX,0.0,0.0
Newton__TX,0.0,0.0
Jasper__TX,0.0,0.0
Tyler__TX,0.0,0.0
Angelina__TX,0.0,0.0
Sabine__TX,0.0,0.0
San_Augustine__TX,0.0,0.0
Shelby__TX,0.0,0.0
Nacogdoches__TX,0.0,0.0
Cherokee__TX,0.0,0.0
Panola__TX,0.0,0.0
Rusk__TX,0.0,0.0
Gregg__TX,0.0,0.0
Smith__TX,0.0,0.0
Wood__TX,0.0,0.0
Harrison__TX,0.0,0.0
Upshur__TX,0.0,0.0
Camp__TX,0.0,0.0
Marion__TX,0.0,0.0
Cass__TX,0.0,0.0
Morris__TX,0.0,0.0
Titus__TX,0.0,0.0
Franklin__TX,0.0,0.0
Hopkins__TX,0.0,0.0
Delta__TX,0.0,0.0
Hunt__TX,0.0,0.0
Collin__TX,0.0,0.0
Denton__TX,0.0,0.0
Wise__TX,0.0,0.0
Jack__TX,0.0,0.0
Young__TX,0.0,0.0
Throckmorton__TX,0.0,0.0
Haskell__TX,0.0,0.0
Stonewall__TX,0.0,0.0
Dickens__TX,0.0,0.0
Motley__TX,0.0,0.0
Hall__TX,0.0,0.0
Donley__TX,0.0,0.0
Gray__TX,0.0,0.0
Roberts__TX,0.0,0.0
Ochiltree__TX,0.0,0.0
Lipscomb__TX,0.0,0.0
Hemphill__TX,0.0,0.0
Wheeler__TX,0.0,0.0
Collingsworth__TX,0.0,0.0
Childress__TX,0.0,0.0
Cottle__TX,0.0,0.0
King__TX,0.0,0.0
Knox__TX,0.0,0.0
Foard__TX,0.0,0.0
Hardeman__TX,0.0,0.0
Archer__TX,0.0,0.0
Baylor__TX,0.0,0.0
Wilbarger__TX,0.0,0.0
Wichita__TX,0.0,0.0
Clay__TX,0.0,0.0
Montague__TX,0.0,0.0
Cooke__TX,0.0,0.0
Fannin__TX,0.0,0.0
Grayson__TX,0.0,0.0
Lamar__TX,0.0,0.0
Aransas__TX,0.0,0.0
Cameron__TX,0.0,0.0
San_Juan__UT,0.0,0.0
Garfield__UT,0.0,0.0
Morgan__UT,0.0,0.0
Davis__UT,0.0,0.0
Weber__UT,0.0,0.0
Rich__UT,0.0,0.0
Cache__UT,0.0,0.0
Box_Elder__UT,0.0,0.0
Daggett__UT,0.0,0.0
Salt_Lake__UT,0.0,0.0
Summit_UT,0.0,0.0
Wasatch__UT,0.0,0.0
Utah__UT,0.0,0.0
Tooele__UT,0.0,0.0
Juab__UT,0.0,0.0
Millard__UT,0.0,0.0
Sevier__UT,0.0,0.0
Sanpete__UT,0.0,0.0
Carbon__UT,0.0,0.0
Duchesne__UT,0.0,0.0
Uintah__UT,0.0,0.0
Grand__UT,0.0,0.0
Emery__UT,0.0,0.0
Wayne__UT,0.0,0.0
Piute__UT,0.0,0.0
Beaver__UT,0.0,0.0
Iron__UT,0.0,0.0
Washington__UT,0.0,0.0
Kane__UT,0.0,0.0
Northampton__VA,0.0,0.0
Buchanan__VA,0.0,0.0
Tazewell__VA,0.0,0.0
Accomack__VA,0.0,0.0
Smyth__VA,0.0,0.0
Bristol__VA,0.0,0.0
Washington__VA,0.0,0.0
Russell__VA,0.0,0.0
Norton__VA,0.0,0.0
Wise__VA,0.0,0.0
Dickenson__VA,0.0,0.0
Scott__VA,0.0,0.0
Lee__VA,0.0,0.0
Bland__VA,0.0,0.0
Grayson__VA,0.0,0.0
Galax__VA,0.0,0.0
Wythe__VA,0.0,0.0
Giles__VA,0.0,0.0
Radford__VA,0.0,0.0
Pulaski__VA,0.0,0.0
Falls_Church__VA,0.0,0.0
Arlington__VA,0.0,0.0
Carroll__VA,0.0,0.0
Henry__VA,0.0,0.0
Patrick__VA,0.0,0.0
Floyd__VA,0.0,0.0
Montgomery__VA,0.0,0.0
Salem__VA,0.0,0.0
Franklin_Co.__VA,0.0,0.0
Bedford_Co.__VA,0.0,0.0
Roanoke_Co.__VA,0.0,0.0
Alleghany__VA,0.0,0.0
Craig__VA,0.0,0.0
Botetourt__VA,0.0,0.0
Amherst__VA,0.0,0.0
Rockbridge__VA,0.0,0.0
Bath__VA,0.0,0.0
Highland__VA,0.0,0.0
Greene__VA,0.0,0.0
Rockingham__VA,0.0,0.0
Augusta__VA,0.0,0.0
Nelson__VA,0.0,0.0
Buckingham__VA,0.0,0.0
Appomattox__VA,0.0,0.0
Campbell__VA,0.0,0.0
Halifax__VA,0.0,0.0
Pittsylvania__VA,0.0,0.0
Martinsville__VA,0.0,0.0
Danville__VA,0.0,0.0
Lynchburg__VA,0.0,0.0
Roanoke__VA,0.0,0.0
Buena_Vista__VA,0.0,0.0
Covington__VA,0.0,0.0
Lexington__VA,0.0,0.0
Waynesboro__VA,0.0,0.0
Staunton__VA,0.0,0.0
Charlottesville__VA,0.0,0.0
Harrisonburg__VA,0.0,0.0
Albemarle__VA,0.0,0.0
Fluvanna__VA,0.0,0.0
Cumberland__VA,0.0,0.0
Prince_Edward__VA,0.0,0.0
Charlotte__VA,0.0,0.0
Mecklenburg__VA,0.0,0.0
Colonial_Heights__VA,0.0,0.0
Lunenburg__VA,0.0,0.0
Hopewell__VA,0.0,0.0
Alexandria__VA,0.0,0.0
Page__VA,0.0,0.0
Shenandoah__VA,0.0,0.0
Clarke__VA,0.0,0.0
Winchester__VA,0.0,0.0
Frederick__VA,0.0,0.0
Warren__VA,0.0,0.0
Rappahannock__VA,0.0,0.0
Madison__VA,0.0,0.0
Louisa__VA,0.0,0.0
Goochland__VA,0.0,0.0
Orange__VA,0.0,0.0
Amelia__VA,0.0,0.0
Powhatan__VA,0.0,0.0
Nottoway__VA,0.0,0.0
Brunswick__VA,0.0,0.0
Dinwiddie__VA,0.0,0.0
Emporia__VA,0.0,0.0
Greensville__VA,0.0,0.0
Poquoson__VA,0.0,0.0
Franklin__VA,0.0,0.0
Southampton__VA,0.0,0.0
Hampton__VA,0.0,0.0
Williamsburg__VA,0.0,0.0
Newport_News__VA,0.0,0.0
Portsmouth__VA,0.0,0.0
York__VA,0.0,0.0
James_City__VA,0.0,0.0
Surry__VA,0.0,0.0
Sussex__VA,0.0,0.0
Prince_George__VA,0.0,0.0
Petersburg__VA,0.0,0.0
Henrico__VA,0.0,0.0
Chesterfield__VA,0.0,0.0
Charles_City__VA,0.0,0.0
New_Kent__VA,0.0,0.0
Richmond__VA,0.0,0.0
Fredericksburg__VA,0.0,0.0
Fairfax__VA,0.0,0.0
Manassas__VA,0.0,0.0
Loudoun__VA,0.0,0.0
Fauquier__VA,0.0,0.0
Culpeper__VA,0.0,0.0
Spotsylvania__VA,0.0,0.0
Hanover__VA,0.0,0.0
King_William__VA,0.0,0.0
King_and_Queen__VA,0.0,0.0
Middlesex__VA,0.0,0.0
Gloucester__VA,0.0,0.0
Lancaster__VA,0.0,0.0
Richmond_Co.__VA,0.0,0.0
Essex__VA,0.0,0.0
Caroline__VA,0.0,0.0
Fairfax_Co.__VA,0.0,0.0
Stafford__VA,0.0,0.0
King_George__VA,0.0,0.0
Westmoreland__VA,0.0,0.0
Northumberland__VA,0.0,0.0
Mathews__VA,0.0,0.0
Norfolk__VA,0.0,0.0
Isle_of_Wight__VA,0.0,0.0
Suffolk__VA,0.0,0.0
Chesapeake__VA,0.0,0.0
Virginia_Beach__VA,0.0,0.0
Essex__VT,0.0,0.0
Orleans__VT,0.0,0.0
Bennington__VT,0.0,0.0
Grand_Isle__VT,0.0,0.0
Washington__VT,0.0,0.0
Caledonia__VT,0.0,0.0
Lamoille__VT,0.0,0.0
Franklin__VT,0.0,0.0
Chittenden_VT,0.0,0.0
Addison__VT,0.0,0.0
Rutland__VT,0.0,0.0
Windham__VT,0.0,0.0
Windsor__VT,0.0,0.0
Orange__VT,0.0,0.0
Okanogan__WA,0.0,0.0
Whatcom__WA,0.0,0.0
Wahkiakum__WA,0.0,0.0
Asotin__WA,0.0,0.0
Garfield__WA,0.0,0.0
Columbia__WA,0.0,0.0
Walla_Walla__WA,0.0,0.0
Franklin__WA,0.0,0.0
Whitman__WA,0.0,0.0
Spokane__WA,0.0,0.0
Pend_Oreille__WA,0.0,0.0
Stevens__WA,0.0,0.0
Lincoln__WA,0.0,0.0
Adams__WA,0.0,0.0
Grant__WA,0.0,0.0
Benton__WA,0.0,0.0
Klickitat__WA,0.0,0.0
Clark__WA,0.0,0.0
Skamania__WA,0.0,0.0
Cowlitz__WA,0.0,0.0
Pacific__WA,0.0,0.0
Lewis__WA,0.0,0.0
Thurston__WA,0.0,0.0
Pierce__WA,0.0,0.0
Yakima__WA,0.0,0.0
Kittitas__WA,0.0,0.0
Douglas__WA,0.0,0.0
Ferry__WA,0.0,0.0
San_Juan__WA,0.0,0.0
Island__WA,0.0,0.0
Snohomish__WA,0.0,0.0
King__WA,0.0,0.0
Kitsap__WA,0.0,0.0
Mason__WA,0.0,0.0
Grays_Harbor__WA,0.0,0.0
Jefferson__WA,0.0,0.0
Clallam__WA,0.0,0.0
Skagit__WA,0.0,0.0
Chelan__WA,0.0,0.0
Door__WI,0.0,0.0
Kewaunee__WI,0.0,0.0
Pierce__WI,0.0,0.0
Pepin__WI,0.0,0.0
Buffalo__WI,0.0,0.0
Trempealeau__WI,0.0,0.0
Jackson__WI,0.0,0.0
Eau_Claire__WI,0.0,0.0
Clark__WI,0.0,0.0
Chippewa__WI,0.0,0.0
Dunn__WI,0.0,0.0
St._Croix__WI,0.0,0.0
Polk__WIO,0.0,0.0
Barron__WI,0.0,0.0
Rusk__WI,0.0,0.0
Taylor__WI,0.0,0.0
Price__WI,0.0,0.0
Sawyer__WI,0.0,0.0
Washburn__WI,0.0,0.0
Burnett__WI,0.0,0.0
Douglas__WI,0.0,0.0
Bayfield__WI,0.0,0.0
Ashland__WI,0.0,0.0
Iron__WI,0.0,0.0
Vilas__WI,0.0,0.0
Oneida__WI,0.0,0.0
Lincoln__WI,0.0,0.0
Langlade__WI,0.0,0.0
Marathon__WI,0.0,0.0
Wood__WI,0.0,0.0
Adams__WI,0.0,0.0
Juneau__WI,0.0,0.0
Monroe__WI,0.0,0.0
La_Crosse__WI,0.0,0.0
Vernon__WI,0.0,0.0
Sauk__WI,0.0,0.0
Richland__WI,0.0,0.0
Crawford__WI,0.0,0.0
Iowa__WI,0.0,0.0
Grant__WI,0.0,0.0
Lafayette__WI,0.0,0.0
Green__WI,0.0,0.0
Marquette__WI,0.0,0.0
Portage__WI,0.0,0.0
Waupaca__WI,0.0,0.0
Waushara__WI,0.0,0.0
Green_Lake__WI,0.0,0.0
Columbia__WI,0.0,0.0
Dane__WI,0.0,0.0
Rock__WI,0.0,0.0
Kenosha__WI,0.0,0.0
Racine__WI,0.0,0.0
Walworth__WI,0.0,0.0
Dodge__WI,0.0,0.0
Jefferson__WI,0.0,0.0
Waukesha__WI,0.0,0.0
Milwaukee__WI,0.0,0.0
Ozaukee__WI,0.0,0.0
Washington__WI,0.0,0.0
Winnebago__WI,0.0,0.0
Fond_du_Lac__WI,0.0,0.0
Sheboygan__WI,0.0,0.0
Calumet__WI,0.0,0.0
Manitowoc__WI,0.0,0.0
Brown__WI,0.0,0.0
Outagamie__WI,0.0,0.0
Shawano__WI,0.0,0.0
Menominee__WI,0.0,0.0
Oconto__WI,0.0,0.0
Forest__WI,0.0,0.0
Florence__WI,0.0,0.0
Marinette__WI,0.0,0.0
Berkeley__WV,0.0,0.0
Jefferson__WV,0.0,0.0
Cabell__WV,0.0,0.0
Mingo__WV,0.0,0.0
Wayne__WV,0.0,0.0
Wyoming__WV,0.0,0.0
Logan__WV,0.0,0.0
McDowell__WV,0.0,0.0
Mercer__WV,0.0,0.0
Monroe__WV,0.0,0.0
Summers__WV,0.0,0.0
Raleigh__WV,0.0,0.0
Boone__WV,0.0,0.0
Lincoln__WV,0.0,0.0
Putnam__WV,0.0,0.0
Mason__WV,0.0,0.0
Jackson__WV,0.0,0.0
Kanawha__WV,0.0,0.0
Fayette__WV,0.0,0.0
Clay__WV,0.0,0.0
Roane__WV,0.0,0.0
Calhoun__WV,0.0,0.0
Wirt__WV,0.0,0.0
Wood__WV,0.0,0.0
Pleasants__WV,0.0,0.0
Ritchie__WV,0.0,0.0
Gilmer__WV,0.0,0.0
Braxton__WV,0.0,0.0
Nicholas__WV,0.0,0.0
Greenbrier__WV,0.0,0.0
Webster__WV,0.0,0.0
Upshur__WV,0.0,0.0
Lewis__WV,0.0,0.0
Doddridge__WV,0.0,0.0
Tyler__WV,0.0,0.0
Harrison__WV,0.0,0.0
Hancock__WV,0.0,0.0
Brooke__WV,0.0,0.0
Ohio__WV,0.0,0.0
Marshall__WV,0.0,0.0
Wetzel__WV,0.0,0.0
Marion__WV,0.0,0.0
Barbour__WV,0.0,0.0
Taylor__WV,0.0,0.0
Monongalia__WV,0.0,0.0
Pocahontas__WV,0.0,0.0
Preston__WV,0.0,0.0
Randolph__WV,0.0,0.0
Pendleton__WV,0.0,0.0
Tucker__WV,0.0,0.0
Grant__WV,0.0,0.0
Hardy__WV,0.0,0.0
Mineral__WV,0.0,0.0
Hampshire__WV,0.0,0.0
Morgan__WV,0.0,0.0
Laramie__WY,0.0,0.0
Goshen__WY,0.0,0.0
Teton__WY,0.0,0.0
Lincoln__WY,0.0,0.0
Uinta__WY,0.0,0.0
Sublette__WY,0.0,0.0
Park__WY,0.0,0.0
Sweetwater__WY,0.0,0.0
Fremont__WY,0.0,0.0
Hot_Springs__WY,0.0,0.0
Washakie__WY,0.0,0.0
Big_Horn__WY,0.0,0.0
Sheridan__WY,0.0,0.0
Johnson__WY,0.0,0.0
Natrona__WY,0.0,0.0
Carbon__WY,0.0,0.0
Albany__WY,0.0,0.0
Weston__WY,0.0,0.0
Crook__WY,0.0,0.0
Campbell__WY,0.0,0.0
Converse__WY,0.0,0.0
Niobrara__WY,0.0,0.0
Platte__WY,0.0,0.0
Washington__DC,0.0,0.0
_State_borders,0.0,0.0
_separator,0.0,0.0
